time,active_vehicles,tasks_generated,latency,energy,cost,missed_deadlines
15,9,84,0.6186,1063.9107,59.0734,2
30,16,218,0.7177,2140.0301,143.2204,6
45,24,347,0.7874,5864.0827,326.1166,12
60,31,462,0.982,12377.4248,677.3308,22
75,38,585,0.8928,20590.8224,989.8885,26
90,44,707,1.1091,27515.3927,1423.9944,34
105,51,816,1.2509,34606.1342,1859.5856,45
