time,active_vehicles,tasks_generated,latency,energy,cost,missed_deadlines
15,9,95,0.7144,3545.1057,175.5417,4
30,16,218,0.872,5474.1955,312.5456,16
45,24,350,0.6737,12645.7142,633.8902,25
60,31,460,1.0241,19241.8755,1009.549,37
75,38,591,0.9958,27758.493,1450.8248,77
90,44,726,1.5057,68328.1087,3337.3781,114
105,51,780,1.1297,58473.598,2934.9168,95
