time,active_vehicles,tasks_generated,latency,energy,cost,missed_deadlines
15,9,84,0.6657,450.2697,38.4645,4
30,16,218,0.6909,2807.9342,162.845,7
45,24,347,0.8989,4261.5987,297.5866,21
60,31,462,1.2194,6872.5531,540.6872,41
75,38,585,1.3609,8305.242,785.9352,57
90,44,707,1.7041,13767.2444,1203.2512,83
105,51,816,1.8506,17844.9854,1587.3474,109
