time,active_vehicles,tasks_generated,latency,energy,cost,missed_deadlines
15,9,99,0.8539,995.243,65.8643,7
30,16,208,1.3878,2577.0992,215.7526,21
45,24,343,1.6249,5653.7307,515.2709,50
60,31,465,1.9343,12373.7115,916.8612,74
75,38,582,2.5325,13785.4986,1423.759,126
90,44,691,2.6033,22177.531,1890.7885,146
105,51,792,2.8064,27253.4624,2369.9293,206
