time,active_vehicles,tasks_generated,latency,energy,cost,missed_deadlines
15,9,84,0.6844,537.1941,41.0322,3
30,16,218,0.8001,1954.8741,148.793,11
45,24,347,1.0146,4436.149,334.6251,37
60,31,462,1.396,4871.5132,563.8907,56
75,38,585,1.4089,10295.2594,865.9448,79
90,44,707,1.8685,10865.3844,1245.1392,109
105,51,816,2.1166,14252.5418,1676.3285,147
