time,active_vehicles,tasks_generated,latency,energy,cost,missed_deadlines
15,9,93,0.8146,7171.1719,341.4844,7
30,16,200,0.9266,24322.2656,1158.2031,17
45,24,342,1.3967,75958.0664,3617.0508,46
60,31,462,2.0846,160689.375,7651.875,85
75,38,593,2.4901,248856.1523,11850.293,126
90,44,692,2.8891,351954.0527,16759.7168,169
105,51,817,3.3436,498400.3418,23733.3496,235
