time,active_vehicles,tasks_generated,latency,energy,cost,missed_deadlines
15,9,95,0.8351,8046.2402,383.1543,5
30,16,218,1.3652,40616.3379,1934.1113,31
45,24,350,1.4226,82472.168,3927.2461,52
60,31,460,2.1543,163437.0117,7782.7148,74
75,38,591,2.2655,236741.5723,11273.4082,139
90,44,726,3.461,445607.5928,21219.4092,200
105,51,780,2.6975,388805.3613,18514.541,195
