time,active_vehicles,tasks_generated,latency,energy,cost,missed_deadlines
15,9,95,0.8561,476.0686,51.0953,7
30,16,218,1.0412,1807.8003,163.3163,22
45,24,350,1.0122,2105.0052,288.2911,38
60,31,460,1.5217,4107.1001,552.0013,61
75,38,591,1.5254,6506.0954,794.0775,94
90,44,726,2.2892,12893.9286,1485.8532,134
105,51,780,1.8071,9667.1546,1292.8947,138
