time,active_vehicles,tasks_generated,latency,energy,cost,missed_deadlines
15,9,95,0.8768,628.25,54.6111,6
30,16,218,1.1651,1234.7589,165.1052,20
45,24,350,1.109,2561.883,316.0648,36
60,31,460,1.5679,5038.5827,581.0055,58
75,38,591,1.6677,6518.3717,859.6784,91
90,44,726,2.429,14636.0912,1597.5211,143
105,51,780,1.8825,12128.9666,1388.6107,131
