time,active_vehicles,tasks_generated,latency,energy,cost,missed_deadlines
15,9,93,0.793,1009.6029,57.3097,6
30,16,200,0.6779,1799.399,103.3682,5
45,24,342,0.8566,5555.1184,309.6901,16
60,31,462,1.1669,12253.0028,637.7806,40
75,38,593,1.4326,17019.0977,968.9421,57
90,44,692,1.6189,24759.6123,1368.6155,74
105,51,817,1.9341,30940.3181,1891.971,113
