time,active_vehicles,tasks_generated,latency,energy,cost,missed_deadlines
15,9,84,0.6342,763.2237,44.2325,2
30,16,218,0.7347,2207.6165,152.7831,7
45,24,347,0.9262,4731.4605,334.8348,21
60,31,462,1.3595,5267.1805,552.8921,48
75,38,585,1.4772,7459.6245,809.9868,70
90,44,707,1.7908,12268.7138,1228.7328,92
105,51,816,2.0751,13194.2007,1628.5852,133
